time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z,PointerHeadTilt1X,PointerHeadTilt1Y,PointerHeadTilt1Z,PointerHeadTilt2X,PointerHeadTilt2Y,PointerHeadTilt2Z
8.693,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.700,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.706,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.713,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.719,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.726,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.729,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.737,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.743,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.750,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.757,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.764,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.770,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.790,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.797,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.818,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.831,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.838,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.845,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.858,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.864,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.871,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.878,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.891,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.895,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.902,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.908,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.915,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.921,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.928,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.935,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.942,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.949,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.963,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.969,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
8.975,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.126,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.137,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.143,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.190,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.204,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.210,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.224,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.230,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.237,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.243,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.257,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.264,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.271,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.278,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.291,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.298,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.305,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.312,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.319,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.332,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.339,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.345,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.352,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.359,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.365,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.372,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.379,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.386,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.393,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.407,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.413,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.420,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.427,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.441,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.448,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
9.454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
