time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z,PointerHeadTilt1X,PointerHeadTilt1Y,PointerHeadTilt1Z,PointerHeadTilt2X,PointerHeadTilt2Y,PointerHeadTilt2Z
3.301,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.316, 1.468, -0.457,53.785, 323.706, 355.645,0.360, 0.982, -0.292,17.247, 308.376, 331.145,0.035, 0.819, -0.073,-0.020, 0.831, 0.008,null,null,null,0.203, 0.836, -0.333
3.314,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.318,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.322,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.330,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.336,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.343,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.356,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.363,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.370,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.384,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.312, 1.465, -0.458,54.722, 320.616, 354.513,0.359, 0.981, -0.293,17.389, 308.084, 331.169,0.012, 0.795, -0.092,-0.021, 0.830, 0.004,null,null,null,0.198, 0.830, -0.355
3.407,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.308, 1.461, -0.460,55.924, 317.697, 353.600,0.358, 0.980, -0.295,17.603, 307.324, 331.181,0.005, 0.794, -0.126,-0.027, 0.826, -0.002,null,null,null,0.198, 0.824, -0.380
3.414,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.304, 1.458, -0.461,57.165, 314.683, 352.207,0.356, 0.979, -0.297,17.762, 306.799, 330.789,-0.008, 0.778, -0.153,-0.034, 0.822, -0.005,null,null,null,0.198, 0.816, -0.405
3.420,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.427,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.441,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.448,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.455,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.461,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.467,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.474,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.481,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.502,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.509,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.300, 1.455, -0.463,57.954, 312.099, 351.214,0.355, 0.978, -0.298,18.165, 306.426, 330.954,-0.010, 0.787, -0.182,-0.035, 0.819, -0.010,null,null,null,0.197, 0.809, -0.423
3.517,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.297, 1.453, -0.464,58.524, 310.033, 350.292,0.353, 0.978, -0.298,18.224, 306.046, 330.923,-0.009, 0.800, -0.207,-0.045, 0.816, -0.009,null,null,null,0.195, 0.799, -0.436
3.523,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.537,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.545,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.551,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.559,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.566,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.581,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.588,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.595,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.601,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.608,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.452, -0.467,58.871, 308.139, 349.429,0.350, 0.979, -0.300,18.070, 305.229, 330.959,-0.015, 0.804, -0.225,-0.053, 0.818, -0.015,null,null,null,0.191, 0.796, -0.448
3.615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.290, 1.452, -0.469,58.821, 306.503, 349.236,0.347, 0.978, -0.302,18.264, 304.117, 331.325,-0.033, 0.787, -0.230,-0.051, 0.820, -0.032,null,null,null,0.187, 0.798, -0.454
3.621,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.628,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.635,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.648,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.661,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.668,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.675,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.679,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.686,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.692,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.699,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.453, -0.471,58.411, 305.564, 349.477,0.343, 0.977, -0.302,18.739, 303.584, 331.655,-0.054, 0.771, -0.227,-0.047, 0.818, -0.043,null,null,null,0.179, 0.796, -0.453
3.706,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.285, 1.454, -0.474,57.652, 304.729, 349.783,0.340, 0.977, -0.303,18.728, 302.662, 330.958,-0.075, 0.762, -0.224,-0.049, 0.820, -0.054,null,null,null,0.167, 0.792, -0.448
3.713,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.284, 1.454, -0.476,57.430, 304.033, 349.940,0.337, 0.976, -0.305,19.415, 301.662, 331.227,-0.084, 0.759, -0.228,-0.048, 0.816, -0.068,null,null,null,0.162, 0.788, -0.449
3.720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.282, 1.454, -0.478,57.491, 303.584, 350.368,0.333, 0.976, -0.306,19.412, 300.777, 331.899,-0.088, 0.757, -0.232,-0.050, 0.819, -0.079,null,null,null,0.162, 0.788, -0.451
3.726,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.733,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.739,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.746,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.753,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.767,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.773,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.780,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.454, -0.480,57.539, 302.987, 350.456,0.329, 0.977, -0.308,19.161, 299.672, 331.465,-0.091, 0.756, -0.238,-0.056, 0.823, -0.088,null,null,null,0.161, 0.786, -0.454
3.787,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.453, -0.481,57.666, 302.632, 350.538,0.325, 0.977, -0.309,19.166, 298.427, 331.181,-0.091, 0.756, -0.242,-0.059, 0.825, -0.102,null,null,null,0.162, 0.784, -0.457
3.793,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.280, 1.453, -0.482,57.801, 302.115, 350.192,0.321, 0.977, -0.311,19.202, 297.144, 330.850,-0.092, 0.756, -0.248,-0.062, 0.827, -0.115,null,null,null,0.162, 0.782, -0.461
3.800,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.280, 1.453, -0.482,57.801, 302.115, 350.192,0.321, 0.977, -0.311,19.202, 297.144, 330.850,-0.092, 0.756, -0.248,-0.062, 0.827, -0.115,null,null,null,0.162, 0.782, -0.461
3.806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.280, 1.453, -0.482,57.801, 302.115, 350.192,0.321, 0.977, -0.311,19.202, 297.144, 330.850,-0.092, 0.756, -0.248,-0.062, 0.827, -0.115,null,null,null,0.162, 0.782, -0.461
